ID,DELIVERY_DATE,DELIVERY_TIME,DELIVERY_MODE,DELIVERY_STATUS,INVOICE_AMOUNT,TAXES,CATERING_COST,SHOW_PRICE,DISCOUNT,GUEST_COUNT,PER_PERSON_RATE,LIVE_STALL_CHARGE,SETUP_CHARGE,EVENT_FACILITY_FEE,SERVER_CHARGE,GRATUITY,CATERING_STATUS,CATERING_LOCATION
2453,12/16/2023,11:00:00,32,\N,2014.2,0,2364.2,8,0,80,0,200,150,\N,0,0,CONFIRMED,durham
2454,11/15/2023,11:15:00,31,\N,1135,96.48,1306.48,8,0,75,0,0,75,\N,0,0,CONFIRMED,raleigh
2455,11/9/2023,16:30:00,31,\N,320,0,409.99,8,0,35,0,0,75,\N,0,14.99,CONFIRMED,chapel
2456,11/15/2023,11:00:00,31,\N,877.5,74.59,1027.09,9,0,55,0,0,75,\N,0,0,CONFIRMED,chapel
2457,11/10/2023,17:00:00,30,\N,145,0,145,8,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2458,11/12/2023,17:00:00,31,\N,765,0,790,8,50,30,0,0,75,\N,0,0,CONFIRMED,chapel
2459,11/25/2023,12:15:00,30,\N,2250,191.25,2891.25,8,0,45,50,0,0,\N,0,450,CONFIRMED,ch_bar_buffet
2460,11/21/2023,17:00:00,32,\N,772.5,0,922.5,8,0,50,0,0,150,\N,0,0,CANCELLED,undecided
2461,11/16/2023,11:30:00,31,\N,425,36.13,536.13,8,0,14,0,0,75,\N,0,0,CONFIRMED,chapel
2462,11/11/2023,17:00:00,30,\N,165,0,165,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2463,12/1/2023,12:00:00,31,\N,720.5,61.24,856.74,9,0,35,0,0,75,\N,0,0,CONFIRMED,chapel
2464,11/11/2023,16:00:00,30,\N,235,0,235,9,0,14,0,0,0,\N,0,0,CONFIRMED,chapel
2465,11/25/2023,17:15:00,31,\N,742.5,0,817.5,8,0,35,0,0,75,\N,0,0,CANCELLED,undecided
2466,11/11/2023,11:00:00,30,\N,545,0,545,9,0,50,0,0,0,\N,0,0,CONFIRMED,chapel
2467,11/11/2023,17:00:00,30,\N,180,0,180,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2468,11/11/2023,12:15:00,30,\N,290,0,290,9,0,14,0,0,0,\N,0,0,CONFIRMED,chapel
2469,11/9/2023,17:15:00,30,\N,70,5.95,75.95,9,0,30,0,0,0,\N,0,0,CONFIRMED,chapel
2470,11/9/2023,19:00:00,30,\N,145,0,140,9,5,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2471,11/11/2023,17:00:00,30,\N,487.5,0,437.5,8,50,60,0,0,0,\N,0,0,CONFIRMED,durham
2472,11/20/2023,10:00:00,31,\N,1100,85,1160,8,100,100,0,0,75,\N,0,0,CONFIRMED,durham
2473,11/12/2023,16:30:00,30,\N,142.5,0,142.5,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2474,11/17/2023,18:30:00,31,\N,500,0,575,8,0,20,0,0,75,\N,0,0,CONFIRMED,chapel
2475,11/14/2023,11:00:00,31,\N,466.5,0,516.5,9,0,35,0,0,50,\N,0,0,CONFIRMED,chapel
2476,11/18/2023,17:00:00,30,\N,402.5,0,402.5,9,0,30,0,0,0,\N,0,0,CONFIRMED,chapel
2477,11/11/2023,12:30:00,30,\N,135,11.48,146.48,9,0,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2478,11/11/2023,19:00:00,30,\N,145,0,130,9,15,15,0,0,0,\N,0,0,CONFIRMED,durham
2479,11/11/2023,17:00:00,30,\N,70,0,70,9,0,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2480,11/11/2023,7:00:00,31,\N,140,0,215,9,0,15,0,0,75,\N,0,0,CONFIRMED,chapel
2481,11/11/2023,17:00:00,30,\N,140,11.9,151.9,9,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2482,11/11/2023,17:00:00,30,\N,70,5.95,75.95,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2483,11/11/2023,17:00:00,30,\N,90,0,90,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2484,11/11/2023,19:45:00,30,\N,0,0,0,9,0,10,0,0,0,\N,0,0,CANCELLED,chapel
2485,11/16/2023,11:50:00,30,\N,155,0,155,9,0,40,0,0,0,\N,0,0,CONFIRMED,durham
2486,11/16/2023,18:30:00,31,\N,655,55.68,785.68,9,0,35,0,0,75,\N,0,0,CONFIRMED,raleigh
2487,11/17/2023,7:00:00,31,\N,200,17,292,9,0,50,0,0,75,\N,0,0,CONFIRMED,raleigh
2488,11/19/2023,7:00:00,31,\N,140,11.9,226.9,9,0,40,0,0,75,\N,0,0,CONFIRMED,raleigh
2489,12/30/2023,17:00:00,32,\N,4325,0,4635,9,0,175,0,0,150,\N,160,0,CONFIRMED,raleigh
2490,11/13/2023,6:00:00,30,\N,150,0,150,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2491,12/15/2023,17:00:00,32,\N,1862.5,0,2012.5,9,0,80,0,0,150,\N,0,0,CANCELLED,undecided
2492,11/16/2023,11:30:00,31,\N,465,39.53,579.53,8,0,15,0,0,75,\N,0,0,CANCELLED,raleigh
2493,11/25/2023,10:00:00,32,\N,1210,0,1360,8,0,50,0,0,150,\N,0,0,CONFIRMED,chapel
2494,12/2/2023,16:15:00,31,\N,360,0,435,8,0,20,0,0,75,\N,0,0,CONFIRMED,durham
2495,11/26/2023,10:35:00,30,\N,722.5,0,622.5,8,100,50,0,0,0,\N,0,0,CANCELLED,durham
2496,11/18/2023,11:45:00,31,\N,1302.5,0,1377.5,8,0,105,0,0,75,\N,0,0,CANCELLED,raleigh
2497,11/16/2023,6:30:00,31,\N,100,8.5,183.5,9,0,50,0,0,75,\N,0,0,CONFIRMED,raleigh
2498,11/18/2023,16:00:00,31,\N,520,0,595,8,0,30,0,0,75,\N,0,0,CANCELLED,chapel
2499,11/25/2023,11:00:00,30,\N,300,0,300,8,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2500,12/9/2023,18:30:00,30,\N,366,31.11,397.11,8,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2501,12/8/2023,17:30:00,31,\N,1310,111.35,1496.35,9,0,100,0,0,75,\N,0,0,CONFIRMED,durham
2502,11/16/2023,16:30:00,30,\N,270,0,270,9,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2503,12/2/2023,11:00:00,31,\N,1292.5,0,1367.5,9,0,40,0,0,75,\N,0,0,CANCELLED,durham
2504,11/18/2023,6:30:00,30,\N,130,0,130,8,0,50,0,0,0,\N,0,0,CONFIRMED,chapel
2505,11/17/2023,17:45:00,30,\N,311,0,300,9,11,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2506,11/19/2023,11:15:00,30,\N,577.5,0,557.5,9,20,70,0,0,0,\N,0,0,CONFIRMED,durham
2507,11/22/2023,16:30:00,32,\N,490.5,0,640.5,9,0,47,0,0,150,\N,0,0,CONFIRMED,chapel
2508,12/2/2023,17:30:00,32,\N,1590,0,1940,8,0,45,0,0,150,\N,200,0,CANCELLED,chapel
2509,11/16/2023,12:00:00,30,\N,75,0,75,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2510,11/18/2023,11:00:00,30,\N,140,0,140,8,0,50,0,0,0,\N,0,0,CONFIRMED,chapel
2511,11/17/2023,17:00:00,30,\N,70,0,70,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2512,11/18/2023,17:40:00,30,\N,620,0,620,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2513,11/30/2023,17:45:00,30,\N,675,0,675,9,0,35,0,0,0,\N,0,0,CONFIRMED,chapel
2514,11/19/2023,12:15:00,30,\N,170,14.45,184.45,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2515,11/26/2023,11:15:00,30,\N,367.5,0,367.5,8,0,35,0,0,0,\N,0,0,CONFIRMED,durham
2516,5/27/2024,12:00:00,32,\N,3025,0,3175,9,0,150,0,0,150,0,0,0,CANCELLED,undecided
2517,12/9/2023,12:00:00,31,\N,600,51,726,8,0,45,0,0,75,\N,0,0,CONFIRMED,durham
2518,12/7/2023,18:30:00,32,\N,1090,0,1240,8,0,40,0,0,150,\N,0,0,CANCELLED,ch_bar_buffet
2519,11/24/2023,7:00:00,30,\N,487.5,0,487.5,8,0,30,0,0,0,\N,0,0,CANCELLED,chapel
2520,11/23/2023,13:00:00,30,\N,150,0,150,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2521,11/23/2023,12:00:00,30,\N,497.5,0,450,9,47.5,20,0,0,0,\N,0,0,CONFIRMED,durham
2522,11/25/2023,18:00:00,30,\N,660,0,630,8,30,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2523,11/23/2023,11:15:00,30,\N,315,0,315,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2524,11/24/2023,17:30:00,30,\N,332.5,0,332.5,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2525,12/2/2023,17:00:00,30,\N,406,0,406,8,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2526,11/25/2023,11:00:00,30,\N,480,0,480,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2527,11/23/2023,11:00:00,30,\N,75,0,75,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2528,11/25/2023,17:00:00,30,\N,200,0,200,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2529,11/23/2023,11:00:00,30,\N,112.5,0,112.5,9,0,12,0,0,0,\N,0,0,CONFIRMED,chapel
2530,11/23/2023,12:00:00,30,\N,205,0,200,9,5,10,0,0,0,\N,0,0,CONFIRMED,durham
2531,11/24/2023,17:00:00,30,\N,65,0,65,9,0,8,0,0,0,\N,0,0,CONFIRMED,chapel
2532,11/24/2023,19:15:00,30,\N,80,6.8,86.8,9,0,8,0,0,0,\N,0,0,CONFIRMED,chapel
2533,11/25/2023,17:00:00,30,\N,160,0,160,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2534,12/2/2023,16:30:00,30,\N,460,0,460,8,0,16,0,0,0,\N,0,0,CONFIRMED,chapel
2535,12/10/2023,11:00:00,32,\N,907.5,0,1057.5,8,0,70,0,0,150,\N,0,0,CONFIRMED,chapel
2536,12/10/2023,10:30:00,30,\N,60,0,60,8,0,70,0,0,0,\N,0,0,CONFIRMED,chapel
2537,12/4/2023,16:30:00,30,\N,100,6.38,81.38,9,25,50,0,0,0,\N,0,0,CONFIRMED,durham
2538,12/2/2023,10:30:00,32,\N,870,0,1000,8,20,25,0,0,150,\N,0,0,CONFIRMED,chapel
2539,5/27/2024,8:00:00,31,\N,1250,0,1400,9,0,50,25,0,150,0,0,0,CONFIRMED,durham
2540,5/27/2024,12:00:00,32,\N,2685,0,2885,9,0,170,0,0,200,0,0,0,CONFIRMED,durham
2541,12/31/2024,6:00:00,30,\N,2257.5,0,2257.5,8,0,100,0,0,0,\N,0,0,INQUIRY,undecided
2542,11/28/2023,12:30:00,31,\N,298,0,299,9,0,25,0,0,1,\N,0,0,CONFIRMED,raleigh
2543,12/8/2023,11:00:00,30,\N,800,0,875,8,0,60,0,0,0,\N,0,75,CANCELLED,raleigh
2544,11/30/2023,10:30:00,31,\N,795.45,61.63,861.63,9,70.45,50,0,0,75,\N,0,0,CONFIRMED,durham
2545,12/21/2023,17:00:00,32,\N,1049.25,0,1274.25,9,0,75,0,0,225,\N,0,0,CANCELLED,durham
2546,12/2/2023,17:15:00,31,\N,2735,0,2600,8,210,175,0,0,75,\N,0,0,CONFIRMED,durham
2547,12/1/2023,17:00:00,31,\N,720,0,795,8,0,60,0,0,75,\N,0,0,CONFIRMED,raleigh
2548,11/30/2023,12:00:00,30,\N,0,0,0,9,0,25,0,0,0,\N,0,0,CANCELLED,raleigh
2549,12/5/2023,17:30:00,32,\N,4838,0,5438,9,0,200,0,250,150,\N,200,0,CANCELLED,chapel
2550,12/2/2023,17:00:00,30,\N,3960,0,3750,8,210,1,0,0,0,\N,0,0,CONFIRMED,chapel
2551,12/4/2023,11:00:00,31,\N,582.5,44.63,644.63,9,57.5,60,0,0,75,\N,0,0,CONFIRMED,durham
2552,11/30/2023,12:25:00,30,\N,75,6.38,81.38,9,0,4,0,0,0,\N,0,0,CONFIRMED,chapel
2553,12/20/2023,10:00:00,32,\N,3057.5,259.89,3467.39,9,0,250,0,0,150,\N,0,0,CONFIRMED,durham
2554,12/9/2023,17:00:00,30,\N,178,0,178,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2555,12/3/2023,14:15:00,30,\N,75,6.38,81.38,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2556,12/2/2023,10:30:00,32,\N,847.5,0,997.5,9,0,40,0,0,150,\N,0,0,CONFIRMED,durham
2557,12/9/2023,18:00:00,32,\N,3000,0,3001,9,0,60,50,0,1,\N,0,0,CONFIRMED,raleigh
2558,12/15/2023,11:45:00,31,\N,625,0,700,8,0,25,0,0,75,\N,0,0,CANCELLED,raleigh
2559,12/3/2023,17:45:00,32,\N,320,27.2,497.2,8,0,15,0,0,150,\N,0,0,CONFIRMED,chapel
2560,12/2/2023,21:30:00,30,\N,177.5,15.09,192.59,8,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2561,12/8/2023,13:00:00,32,\N,3630,308.55,4088.55,9,0,120,0,0,150,\N,0,0,CONFIRMED,jacksonville
2562,12/8/2023,16:00:00,32,\N,2020,171.7,2341.7,9,0,120,0,0,150,\N,0,0,CONFIRMED,durham
2563,12/2/2023,19:25:00,30,\N,541.5,0,541.5,9,0,120,0,0,0,\N,0,0,CANCELLED,jacksonville
2564,12/9/2023,11:00:00,30,\N,550,46.75,596.75,8,0,12,0,0,0,\N,0,0,CONFIRMED,chapel
2565,12/4/2023,11:00:00,30,\N,645,0,645,9,0,75,0,0,0,\N,0,0,CANCELLED,raleigh
2566,12/6/2023,17:00:00,31,\N,460,0,535,9,0,30,0,0,75,\N,0,0,CONFIRMED,durham
2567,12/24/2023,17:00:00,30,\N,185,0,185,8,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2568,12/8/2023,18:45:00,32,\N,445.5,37.87,633.37,8,0,22,0,0,150,\N,0,0,CONFIRMED,chapel
2569,12/16/2023,17:00:00,30,\N,645,0,645,8,0,60,0,0,0,\N,0,0,CONFIRMED,chapel
2570,12/8/2023,18:00:00,30,\N,70,5.95,75.95,8,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2571,12/8/2023,11:15:00,31,\N,470,0,545,8,0,50,0,0,75,\N,0,0,CONFIRMED,chapel
2572,12/13/2023,11:45:00,31,\N,1080,0,1155,8,0,60,0,0,75,\N,0,0,CONFIRMED,durham
2573,12/8/2023,17:15:00,30,\N,380,0,380,8,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2574,12/17/2023,18:00:00,30,\N,705,0,705,9,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2575,12/17/2023,18:30:00,31,\N,1155,0,1130,8,125,100,0,0,100,\N,0,0,CONFIRMED,durham
2576,12/9/2023,11:00:00,32,\N,3200,0,3350,9,0,200,0,0,150,\N,0,0,CONFIRMED,ch_full_buffet
2577,12/8/2023,17:00:00,32,\N,0,0,150,9,0,100,0,0,150,\N,0,0,CANCELLED,jacksonville
2578,12/8/2023,17:00:00,32,\N,1154.5,0,1304.5,9,0,100,0,0,150,\N,0,0,CANCELLED,jacksonville
2579,12/9/2023,17:00:00,31,\N,903.75,76.82,1055.57,9,0,80,0,0,75,\N,0,0,CONFIRMED,chapel
2580,9/1/2024,11:00:00,30,\N,12500,0,16050,8,0,250,50,800,0,1250,1500,0,INQUIRY,chapel
2581,12/17/2023,11:30:00,32,\N,1233.75,0,1333.75,8,50,50,0,0,150,\N,0,0,CONFIRMED,chapel
2582,1/7/2024,11:00:00,32,\N,7880,0,8000,8,1080,280,0,0,150,\N,1050,0,CONFIRMED,chapel
2583,12/9/2023,11:30:00,30,\N,65,0,65,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2584,12/12/2023,11:15:00,30,\N,143,0,143,9,0,12,0,0,0,\N,0,0,CONFIRMED,jacksonville
2585,12/10/2023,17:30:00,30,\N,276,0,276,8,0,12,0,0,0,\N,0,0,CONFIRMED,chapel
2586,12/10/2023,18:30:00,32,\N,602.5,51.21,803.71,9,0,30,0,0,150,\N,0,0,CONFIRMED,chapel
2587,12/16/2023,11:30:00,32,\N,1609,0,1859,8,100,100,0,200,150,\N,0,0,CANCELLED,chapel
2588,12/13/2023,11:30:00,30,\N,176,0,176,9,0,11,0,0,0,\N,0,0,CONFIRMED,chapel
2589,12/10/2023,13:30:00,30,\N,40,3.4,43.4,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2590,5/26/2024,19:00:00,30,\N,1700,0,1700,8,0,300,0,0,0,\N,0,0,INQUIRY,undecided
2591,12/16/2023,11:15:00,31,\N,1354.4,0,1629.4,8,0,60,0,200,75,\N,0,0,CANCELLED,chapel
2592,12/14/2023,17:00:00,30,\N,810,0,810,9,0,35,0,0,0,\N,0,0,CANCELLED,chapel
2593,12/21/2023,10:15:00,31,\N,965,82.03,1122.03,8,0,55,0,0,75,\N,0,0,CONFIRMED,raleigh
2594,12/17/2023,11:00:00,30,\N,425,0,425,8,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2595,12/15/2023,17:00:00,31,\N,1480,125.8,1680.8,9,0,1,0,0,75,\N,0,0,CONFIRMED,chapel
2596,1/7/2023,11:00:00,32,\N,0,0,150,8,0,200,0,0,150,\N,0,0,CANCELLED,chapel
2597,12/17/2023,11:30:00,30,\N,140,0,140,8,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2598,12/16/2023,11:00:00,30,\N,232.5,0,232.5,9,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2599,12/16/2023,15:00:00,30,\N,237.5,0,217.5,8,20,25,0,0,0,\N,0,0,CONFIRMED,durham
2600,12/16/2023,20:00:00,30,\N,310,0,310,9,0,1,0,0,0,\N,0,0,CANCELLED,undecided
2601,12/14/2023,17:00:00,32,\N,1054.5,0,1204.5,9,0,100,0,0,150,\N,0,0,CANCELLED,jacksonville
2602,12/16/2023,17:30:00,30,\N,390,0,390,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2603,12/14/2023,11:00:00,31,\N,677.5,50.92,650.92,8,78.5,18,0,0,1,\N,0,0,CONFIRMED,raleigh
2604,12/16/2023,15:00:00,30,\N,312.5,0,312.5,9,0,35,0,0,0,\N,0,0,CONFIRMED,chapel
2605,12/14/2023,11:30:00,30,\N,70,5.95,75.95,9,0,5,0,0,0,\N,0,0,CONFIRMED,durham
2606,12/15/2023,19:00:00,31,\N,365,0,440,9,0,1,0,0,75,\N,0,0,CONFIRMED,chapel
2607,12/15/2023,11:00:00,30,\N,234,0,234,8,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2608,12/16/2023,17:00:00,30,\N,310,0,310,9,0,30,0,0,0,\N,0,0,CONFIRMED,chapel
2609,12/20/2023,12:45:00,30,\N,374.85,0,374.85,8,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2610,12/28/2023,11:00:00,30,\N,922.5,0,897.5,8,25,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2611,12/16/2023,14:00:00,30,\N,90,0,90,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2612,12/15/2023,17:30:00,30,\N,270,0,270,8,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2613,12/16/2023,18:00:00,30,\N,200,17,217,9,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2614,12/20/2023,10:30:00,31,\N,600,51,726,9,0,1,0,0,75,\N,0,0,CONFIRMED,durham
2615,12/23/2023,10:00:00,30,\N,1460,0,1320,8,140,100,0,0,0,\N,0,0,CONFIRMED,durham
2616,12/26/2023,10:30:00,30,\N,500,42.5,542.5,8,0,40,0,0,0,\N,0,0,CONFIRMED,chapel
2617,12/22/2023,17:30:00,31,\N,397,33.75,505.75,9,0,20,0,0,75,\N,0,0,CONFIRMED,durham
2618,12/25/2023,17:30:00,30,\N,190,0,170,9,20,30,0,0,0,\N,0,0,CONFIRMED,raleigh
2619,12/23/2023,11:30:00,30,\N,220,0,220,8,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2620,12/24/2023,17:30:00,30,\N,180,0,180,8,0,15,0,0,0,\N,0,0,CANCELLED,chapel
2621,12/22/2023,18:00:00,30,\N,205,17.43,222.43,8,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2622,3/24/2024,10:00:00,32,\N,4309,366.27,5970.27,8,0,120,0,200,150,\N,400,545,CONFIRMED,raleigh
2623,12/23/2023,17:00:00,31,\N,380,0,455,8,0,15,0,0,75,\N,0,0,CONFIRMED,raleigh
2624,12/30/2023,11:20:00,31,\N,1585,0,1660,8,0,80,0,0,75,\N,0,0,CANCELLED,chapel
2625,12/31/2023,17:30:00,30,\N,175,0,175,8,0,35,0,0,0,\N,0,0,CONFIRMED,chapel
2626,12/23/2023,16:30:00,30,\N,119,0,119,9,0,5,0,0,0,\N,0,0,CONFIRMED,chapel
2627,12/25/2023,11:00:00,30,\N,308,26.18,334.18,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2628,12/29/2023,19:00:00,30,\N,292.5,0,292.5,9,0,35,0,0,0,\N,0,0,CONFIRMED,jacksonville
2629,12/23/2023,15:00:00,30,\N,216,0,216,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2630,12/31/2023,11:00:00,31,\N,680,0,755,8,0,35,0,0,75,\N,0,0,CONFIRMED,chapel
2631,12/23/2023,17:40:00,30,\N,106.5,9.05,115.55,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2632,12/26/2023,17:15:00,30,\N,232.5,19.76,252.26,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2633,12/25/2023,10:30:00,30,\N,1335,0,1335,9,0,100,0,0,0,\N,0,0,CONFIRMED,durham
2634,12/25/2023,17:00:00,30,\N,145.5,0,145.5,8,0,7,0,0,0,\N,0,0,CONFIRMED,chapel
2635,12/26/2023,16:30:00,31,\N,442.5,0,500,8,17.5,15,0,0,75,\N,0,0,CONFIRMED,raleigh
2636,12/19/2023,13:00:00,30,\N,0,0,0,9,0,30,0,0,0,\N,0,0,CONFIRMED,raleigh
2637,12/26/2023,16:00:00,30,\N,150,0,150,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2638,12/26/2023,17:00:00,30,\N,65,0,65,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2639,12/29/2023,17:00:00,30,\N,200,0,200,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2640,12/28/2023,12:45:00,30,\N,408.5,34.72,443.22,8,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2641,6/8/2024,17:00:00,32,\N,1700,0,1850,9,0,100,0,0,150,\N,0,0,INQUIRY,undecided
2642,12/29/2023,18:00:00,30,\N,746.5,63.45,809.95,9,0,30,0,0,0,\N,0,0,CONFIRMED,ch_vip_buffet
2643,12/29/2023,12:00:00,30,\N,48,4.08,52.08,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2644,12/29/2023,12:30:00,30,\N,160,13.6,173.6,9,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2645,12/30/2023,12:00:00,32,\N,300,0,375,8,75,25,0,0,150,\N,0,0,CONFIRMED,raleigh
2646,12/31/2023,15:00:00,30,\N,215,18.28,233.28,8,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2647,12/30/2023,12:00:00,30,\N,212.5,18.06,300.56,9,0,20,0,0,0,\N,70,0,CONFIRMED,raleigh
2648,12/30/2023,18:00:00,30,\N,926.5,0,926.5,9,0,150,0,0,0,\N,0,0,CANCELLED,jacksonville
2649,12/31/2023,18:30:00,30,\N,460,0,448,8,12,20,0,0,0,\N,0,0,CONFIRMED,chapel
2650,12/31/2023,18:00:00,30,\N,541,0,550,8,0,1,0,0,0,\N,9,0,CONFIRMED,chapel
2651,12/31/2023,17:00:00,30,\N,312.5,0,312.5,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2652,12/31/2023,17:00:00,30,\N,75,0,75,8,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2653,1/1/2024,17:30:00,30,\N,285,24.23,309.23,8,0,25,0,0,0,\N,0,0,CONFIRMED,durham
2654,1/1/2024,17:00:00,30,\N,157.5,0,157.5,9,0,8,0,0,0,\N,0,0,CONFIRMED,chapel
2655,12/31/2023,19:00:00,30,\N,1991.5,0,1991.5,9,0,10,0,0,0,\N,0,0,CANCELLED,jacksonville
2656,12/31/2023,19:00:00,30,\N,75,6.38,81.38,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2657,1/1/2024,18:00:00,30,\N,75,0,60,9,15,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2658,1/1/2024,17:25:00,30,\N,155,0,155,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2659,1/7/2024,10:00:00,31,\N,615,0,690,9,0,10,0,0,75,\N,0,0,CONFIRMED,durham
2660,1/10/2024,17:00:00,32,\N,515,0,452.5,9,112.5,30,0,0,50,\N,0,0,CONFIRMED,chapel
2661,1/19/2024,17:00:00,32,\N,1717.5,0,2000,8,67.5,70,0,0,150,0,200,0,CONFIRMED,chapel
2662,1/8/2024,17:00:00,31,\N,605,51.43,731.43,8,0,45,0,0,75,\N,0,0,CONFIRMED,durham
2663,1/7/2024,11:30:00,30,\N,150,0,140,8,10,40,0,0,0,\N,0,0,CONFIRMED,raleigh
2664,1/6/2024,18:30:00,30,\N,75,6.38,81.38,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2665,9/8/2024,17:00:00,32,\N,80,0,230,9,0,100,0,0,150,\N,0,0,INQUIRY,durham
2666,5/27/2024,10:00:00,32,\N,595,50.58,720.58,9,0,170,0,0,75,0,0,0,CONFIRMED,undecided
2667,1/8/2024,18:00:00,30,\N,65,0,65,9,0,5,0,0,0,\N,0,0,CONFIRMED,chapel
2668,1/9/2024,11:45:00,30,\N,325,27.37,349.37,9,3,20,0,0,0,\N,0,0,CONFIRMED,chapel
2669,3/9/2024,17:00:00,32,\N,3000,0,3150,9,0,150,20,0,150,0,0,0,CANCELLED,durham
2670,1/13/2024,18:00:00,32,\N,630,0,780,9,0,35,0,0,150,\N,0,0,CONFIRMED,durham
2671,1/30/2024,11:00:00,30,\N,815,68,868,9,15,40,0,0,0,\N,0,0,CONFIRMED,durham
2672,1/24/2024,10:00:00,32,\N,3460,294.1,3904.1,9,0,175,0,0,150,\N,0,0,CONFIRMED,durham
2673,1/14/2024,17:30:00,32,\N,595,50.58,945.58,8,0,25,0,0,300,\N,0,0,CANCELLED,chapel
2674,4/20/2024,17:00:00,32,\N,6750,0,7100,9,0,225,30,0,150,0,200,0,CONFIRMED,undecided
2675,1/22/2024,18:00:00,30,\N,1135,0,1020,8,115,75,0,0,0,\N,0,0,CONFIRMED,durham
2676,1/12/2024,17:15:00,30,\N,70,0,70,9,0,2,0,0,0,\N,0,0,CONFIRMED,chapel
2677,3/17/2024,17:00:00,32,\N,2250,0,2400,8,0,110,0,0,150,0,0,0,CONFIRMED,chapel
2678,2/22/2024,20:45:00,31,\N,1620,137.7,1832.7,8,0,300,0,0,75,0,0,0,CONFIRMED,durham
2679,3/16/2024,11:30:00,32,\N,3840,0,3990,8,0,150,0,0,150,\N,0,0,INQUIRY,chapel
2680,1/14/2024,19:00:00,30,\N,156,0,150,9,6,10,0,0,0,\N,0,0,CONFIRMED,durham
